RootName,SBE_Utterance_Analysis,AAVE_Utterance_Analysis,AAVE_Utterance_BML,AAVE_Utterance_Phonetics,SBE_wav_name,SBE_wav,AAVE_wav_name,AAVE_wav,NeutralDistinct,AAVEFeatures,Phono,TaskIntro,Monologue,MonologueNumber,Gesture,args,aae_args,Feedback: test,AT: test,Social: test,Task Intro: test,Prepping for presentation: test,Presentation Mode: test,Social Talk: test,Accountable Talk: test,On-task Sentences: test,Dialect Use: test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G187,seven,,seven,,,,,,,,,,,,G184s,/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G188,eight,,eight,,,,,,,,,,,,G188s,/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G189,nine,,nine,,,,,,,,,,,,G182s,/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G190,ten,,ten,,,,,,,,,,,,G184s,/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G191,eleven,,eleven,,,,,,,,,,,,G182s,/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G192,twelve,,twelve,,,,,,,,,,,,G181s,/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G193,thirteen,,thirteen,,,,,,,,,,,,G184s,/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G194,fourteen,,fourteen,,,,,,,,,,,,G182s,/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G195,fifteen,,fifteen,,,,,,,,,,,,G188s,/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT1a,"Wait, I wanna make sure I get it","Wait, I wanna make sure I get it","Wait, I wanna make sure I get it",,,,,,,,,,,,AT1,"start=""sp1:start"" end=""sp1:start+2""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.1' end='sp1:start+1.1'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+.1' end='sp1:start+1.1'","start=""sp1:start"" end=""sp1:start+2""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.1' end='sp1:start+.8'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+.1' end='sp1:start+.8'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT1b,"Wait, I wanna make sure I get it","Wait, I wanna make sure I get it","Wait, I wanna make sure I get it",,,,,,,,,,,,AT1,"start=""sp1:start"" end=""sp1:start+2.2""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.1' end='sp1:start+1.1'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+.1' end='sp1:start+1.1'","start=""sp1:start"" end=""sp1:start+2.1""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.1' end='sp1:start+1.1'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+.1' end='sp1:start+1.1'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT1c,"Wait, I wanna make sure I get it","Wait, I wanna make sure I get it","Wait, I wanna make sure I get it",,,,,,,,,,,,AT1,"start=""sp1:start"" end=""sp1:start+3.5""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.1' end='sp1:start+1.1'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+.1' end='sp1:start+1.1'","start=""sp1:start"" end=""sp1:start+3.9""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.1' end='sp1:start+1.1'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+.1' end='sp1:start+1.1'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT2a,Is that the same thing as like,Is that the same thing as like,Is dat the same fing as like,,,,,,,,,,,,AT2v,"start=""sp1:start"" end=""sp1:start+3.5""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.1' end='sp1:start+2.61'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+.1' end='sp1:start+2.61'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.1' end='sp1:start+2.61'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+.1' end='sp1:start+2.61',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT2b,Is that the same thing as like,Is that the same thing as like,Is dat the same fing as like,,,,,,,,,,,,AT2v,"start=""sp1:start"" end=""sp1:start+3.6""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.1' end='sp1:start+2.61'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+.1' end='sp1:start+2.61'","start=""sp1:start"" end=""sp1:start+3.4""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.1' end='sp1:start+2.61'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+.1' end='sp1:start+2.61'",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3a,So wait then is it like,So wait den is it like,So wait den is it like,,,,,,,,,,,,AT3v,"start=""sp1:start"" end=""sp1:start+3.9""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.1' end='sp1:start+1.1'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+.1' end='sp1:start+1.1'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.1' end='sp1:start+1.1'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+.1' end='sp1:start+1.1',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3b,So wait then is it like,So wait den is it like,So wait den is it like,,,,,,,,,,,,AT3v,"start=""sp1:start"" end=""sp1:start+4""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.1' end='sp1:start+1.1'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+.1' end='sp1:start+1.1'","start=""sp1:start"" end=""sp1:start+3.4""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.1' end='sp1:start+1.1'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+.1' end='sp1:start+1.1'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT4a,"So wait, are you saying","So wait, you sayin'","So wait, you sayin'",,,,,,,,,,,,AT4v,"start=""sp1:start"" end=""sp1:start+3.9""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.1' end='sp1:start+1.1'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+.1' end='sp1:start+1.1'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.1' end='sp1:start+1.1'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+.1' end='sp1:start+1.1',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT4b,"So wait, are you saying","So wait, you sayin'","So wait, you sayin'",,,,,,,,,,,,AT4v,"start=""sp1:start"" end=""sp1:start+3.9""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.1' end='sp1:start+1.1'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+.1' end='sp1:start+1.1'","start=""sp1:start"" end=""sp1:start+3.3""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.1' end='sp1:start+1.1'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+.1' end='sp1:start+1.1'",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT5,Oh why?,Oh why?,Oh why?,,,,,,,,,,,,AT5v,"start=""sp1:start"" end=""sp1:start+2""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.2' end='sp1:start+1.7'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+.9' end='sp1:start+1.7'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.2' end='sp1:start+1.7'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+.9' end='sp1:start+1.7',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT6a,"Wait, why is that?","Wait, why dat?","Wait, why dat?",,,,,,,,,,,,AT6v,"start=""sp1:start"" end=""sp1:start+2.3""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+1.1' end='sp1:start+1.7'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+1.1' end='sp1:start+1.7'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+1.1' end='sp1:start+1.7'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+1.1' end='sp1:start+1.7',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT6b,"Wait, why is that?","Wait, why dat?","Wait, why dat?",,,,,,,,,,,,AT6v,"start=""sp1:start"" end=""sp1:start+3.7""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+1.1' end='sp1:start+1.7'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+1.1' end='sp1:start+1.7'","start=""sp1:start"" end=""sp1:start+3.4""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+1.1' end='sp1:start+1.7'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+1.1' end='sp1:start+1.7'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT6c,"Wait, why is that?","Wait, why dat?","Wait, why dat?",,,,,,,,,,,,AT6v,"start=""sp1:start"" end=""sp1:start+2.1""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+1.1' end='sp1:start+1.7'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+1.1' end='sp1:start+1.7'","start=""sp1:start"" end=""sp1:start+1.3""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+1.1' end='sp1:start+1.7'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+1.1' end='sp1:start+1.7'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT7,How do you know?,How you know?,How you know?,,,,,,,,,,,,AT7v,"start=""sp1:start"" end=""sp1:start+1.4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT8,How d'you think?,How d'you fink?,How d'you fink?,,,,,,,,,,,,AT8v,"start=""sp1:start"" end=""sp1:start+1.2""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.1' end='sp1:start+.6'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+.1' end='sp1:start+.6'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.1' end='sp1:start+.6'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+.1' end='sp1:start+.6',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT9,But,But,But,,,,,,,,,,,,AT9v,"start=""sp1:start"" end=""sp1:start+.9""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+.5'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT10,"But what if, like","But what if, like","But what if, like",,,,,,,,,,,,AT10v,"start=""sp1:start"" end=""sp1:start+2.7""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.1' end='sp1:start+2/><face type='FACS' au='45' amount='.3' stroke='sp1:start+.6' end='sp1:start+2'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.1' end='sp1:start+1.6'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+.6' end='sp1:start+1.6',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT11,Maybe sometimes,Maybe sometimes,Maybe sometimes,,,,,,,,,,,,AT11v,"start=""sp1:start"" end=""sp1:start+2.7""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT12,"Well, I was thinking about that too, but","Well, I was finking 'bout dat too, but","Well, I was finking 'bout dat too, but",,,,,,,,,,,,AT12v,"start=""sp1:start"" end=""sp1:start+4""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+1.2' end='sp1:start+1.6'/><face type='FACS' au='45' amount='.2' stroke='sp1:start+2.3' end='sp1:start+3.1'",/><face type='FACS' au='2' amount='.3' stroke='sp1:start+1.2' end='sp1:start+1.6'/><face type='FACS' au='45' amount='.2' stroke='sp1:start+2.3' end='sp1:start+3.1',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT13a,But what about when like,But what about when like,But what about when like,,,,,,,,,,,,AT13v,"start=""sp1:start"" end=""sp1:start+3""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT13b,But what about when like,But what about when like,But what about when like,,,,,,,,,,,,AT13v,"start=""sp1:start"" end=""sp1:start+2.6""","start=""sp1:start"" end=""sp1:start+1.9""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT14,"Do you think so too, or no?","You fink so too, or no?","You fink so too, or no?",,,,,,,,,,,,AT14v,"start=""sp1:start"" end=""sp1:start+3.5""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+.6' end='sp1:start+1.2'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+1.6' end='sp1:start+2.2'",/><face type='FACS' au='2' amount='.3' stroke='sp1:start+.6' end='sp1:start+1.2'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+1.6' end='sp1:start+2.2',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
